0,21,19,23,21,22,18,19,17,20,13
21,0,28,32,30,33,29,28,28,29,22
19,28,0,12,28,31,27,26,26,11,18
23,32,12,0,32,35,31,30,30,15,22
21,30,28,32,0,33,29,16,28,29,22
22,33,31,35,33,0,22,31,5,32,25
18,29,27,31,29,22,0,27,17,28,21
19,28,26,30,16,31,27,0,26,27,20
17,28,26,30,28,5,17,26,0,27,20
20,29,11,15,29,32,28,27,27,0,19
13,22,18,22,22,25,21,20,20,19,0
